age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
63,Private,106648,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K
22,Private,305781,High School Grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,Canada,<=50K
17,Private,239947,High School Incomplete,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,349041,High School Grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
67,Private,105252,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29,Private,166210,High School Grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
36,Private,112512,High School Incomplete,8,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
62,State-gov,265201,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,170627,High School Incomplete,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
37,Private,259089,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Local-gov,207946,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K
33,Private,36539,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
62,Private,176811,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,198091,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,72,United-States,<=50K
67,Private,150264,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,20,Canada,>50K
62,Private,588484,Bachelors,13,Married,Sales,Husband,White,Male,0,0,20,United-States,>50K
19,Private,270551,High School Grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
27,Private,190525,Associate's degree,11,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,45,United-States,<=50K
52,Private,150393,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
47,Private,99911,High School Incomplete,8,Married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
57,Local-gov,343447,High School Grad,9,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,32855,High School Grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,194501,High School Incomplete,7,Widowed,Other-service,Own-child,White,Female,0,0,47,United-States,<=50K
53,Private,177705,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K
45,Local-gov,235431,High School Grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,State-gov,130206,High School Grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
39,Local-gov,249392,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,72,United-States,<=50K
31,Private,87418,Associate's degree,11,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
35,Self-employed,190387,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
55,Self-employed,185195,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
31,Private,173495,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
58,Self-employed,78634,High School Incomplete,7,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
46,Self-employed,82572,High School Grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
38,Private,154641,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Self-employed,179337,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,60,England,<=50K
73,Private,173047,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,15,United-States,<=50K
25,Private,264012,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
37,Private,146398,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
30,Private,324120,High School Grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,367329,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
75,Private,222789,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,6,United-States,<=50K
58,Private,170108,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,Private,809585,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Self-employed,67728,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
37,Private,226947,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,493689,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,France,<=50K
29,Private,174419,High School Grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
29,Private,209472,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
67,Private,228200,High School Grad,9,Married,Priv-house-serv,Wife,Black,Female,0,0,20,United-States,<=50K
51,Private,263836,High School Grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
35,Private,178948,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
64,Self-employed,253296,High School Grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
49,Private,24712,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
38,Self-employed,342635,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,70,United-States,<=50K
62,Private,115387,High School Grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,40,United-States,<=50K
70,Private,133248,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,14,United-States,<=50K
45,Self-employed,246891,Masters,14,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,30035,Associate's degree,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,175232,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
50,Self-employed,140516,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,155781,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
28,Self-employed,227890,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,>50K
62,Self-employed,162249,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
31,Private,165949,High School Grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,445382,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,89413,High School Incomplete,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,163826,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
49,Private,185385,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
43,Private,169031,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,130620,High School Incomplete,7,Married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,India,<=50K
26,Private,328663,High School Grad,9,Married,Transport-moving,Husband,Other,Male,0,0,40,United-States,<=50K
50,Private,169646,Bachelors,13,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
35,Private,186815,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
31,Local-gov,178449,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,51672,High School Grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
46,Private,380162,High School Grad,9,Married,Tech-support,Husband,Black,Male,0,0,40,United-States,>50K
30,Private,162572,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K
66,Self-employed,179951,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
47,Self-employed,362835,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
49,Private,97883,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
53,Private,91911,High School Grad,9,Divorced,Craft-repair,Unmarried,Black,Female,0,0,48,United-States,<=50K
24,Private,278130,Associate's degree,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Private,146310,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
48,State-gov,44434,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,61,United-States,>50K
25,Private,255474,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,195488,High School Incomplete,8,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36,Puerto-Rico,<=50K
69,Private,197080,High School Grad,9,Widowed,Adm-clerical,Unmarried,White,Male,0,0,8,United-States,<=50K
38,Private,102945,Bachelors,13,Married,Sales,Husband,White,Male,0,0,52,United-States,>50K
47,Private,503454,High School Incomplete,8,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
27,Private,252813,Professional Degree,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
24,Private,235071,High School Incomplete,7,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
32,Private,158242,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,299810,High School Grad,9,Married,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
39,Local-gov,316582,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
42,Private,93770,High School Grad,9,Married,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K
21,Private,170456,Associate's degree,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
48,Self-employed,115971,High School Grad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,112383,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
24,Private,283092,High School Grad,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,Jamaica,<=50K
30,Private,46712,High School Grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
57,State-gov,19520,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
27,Private,159897,High School Grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,37,United-States,<=50K
38,Private,136629,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Iran,<=50K
19,Private,407759,High School Grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
49,Private,148475,Associate's degree,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,274964,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
50,Self-employed,160107,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
43,Private,167265,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,84,United-States,>50K
34,Private,148226,High School Grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States,<=50K
28,Private,153869,High School Incomplete,7,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,256953,High School Grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,<=50K
26,Private,100147,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
51,Local-gov,166461,Doctorate,16,Married,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K
35,Private,171327,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,297335,Associate's degree,12,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,31,Laos,<=50K
63,Private,133166,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,12,United-States,<=50K
31,Private,169589,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
22,Local-gov,273734,High School Grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
67,Private,158301,High School Grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
63,Private,196725,High School Grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
31,Private,137444,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
17,Private,286960,High School Incomplete,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
41,Local-gov,201435,High School Grad,9,Married,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
24,Private,462820,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,198841,Associate's degree,11,Divorced,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50K
31,Private,163003,Associate's degree,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
56,Private,213105,High School Grad,9,Married,Sales,Husband,White,Male,0,0,36,United-States,>50K
66,Private,302072,Associate's degree,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
64,Private,125684,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,215419,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,36,United-States,>50K
37,Private,205339,High School Grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,<=50K
19,Private,236570,High School Grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
59,Self-employed,247552,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,341187,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28,Private,198258,Associate's degree,11,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,175821,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,34,United-States,<=50K
42,Private,92288,Masters,14,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
34,Private,261418,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,203319,High School Incomplete,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
68,Self-employed,166083,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,109001,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
22,Self-employed,197387,High School Grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
58,Private,284834,Associate's degree,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Local-gov,175587,High School Incomplete,7,Never-married,Protective-serv,Own-child,White,Male,0,0,30,United-States,<=50K
25,Private,51498,High School Incomplete,8,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
47,Private,220124,High School Grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,188503,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,60,United-States,>50K
44,Private,113324,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,208872,Associate's degree,11,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
23,Private,292023,High School Grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
34,Private,141118,Bachelors,13,Married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
33,Private,348592,High School Grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
38,Private,185203,High School Grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
52,Self-employed,165278,Associate's degree,11,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,116933,High School Grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
35,Private,84787,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,206878,High School Grad,9,Never-married,Sales,Other-relative,White,Female,0,0,15,United-States,<=50K
38,Self-employed,127772,High School Grad,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
29,Private,208577,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Private,40681,Associate's degree,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,95108,High School Grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,280603,High School Incomplete,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
43,Private,188436,Professional Degree,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,134220,Associate's degree,11,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
42,Private,177989,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,164190,High School Grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
36,Private,90897,Associate's degree,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,State-gov,33126,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
21,Private,216129,High School Grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
19,Private,306225,High School Grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
35,Private,330664,High School Grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,191765,High School Grad,9,Divorced,Tech-support,Unmarried,Black,Female,0,0,35,United-States,<=50K
45,Private,289353,High School Grad,9,Married,Transport-moving,Husband,Black,Male,0,0,24,United-States,<=50K
25,Private,53147,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,50,United-States,<=50K
39,Self-employed,122353,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,188767,High School Grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Private,239576,Masters,14,Married,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50K
52,Local-gov,155141,Doctorate,16,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
22,Private,64520,High School Incomplete,8,Never-married,Transport-moving,Unmarried,White,Male,0,0,30,United-States,<=50K
46,Private,155654,High School Grad,9,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
34,Self-employed,124052,Bachelors,13,Married,Sales,Husband,White,Male,0,0,30,United-States,<=50K
39,Private,245053,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
38,Private,183585,High School Grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Self-employed,323639,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
55,Federal-gov,186791,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,200153,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,180931,Bachelors,13,Married,Sales,Husband,Black,Male,0,0,30,United-States,<=50K
51,Self-employed,183173,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
47,Self-employed,120131,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,Cuba,>50K
25,Self-employed,263300,High School Grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Private,226443,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
49,Private,246183,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
43,Private,122749,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
59,Private,167963,High School Grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
32,Private,273241,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
25,Private,120238,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,167990,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,Ireland,<=50K
17,Private,225507,High School Incomplete,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,15,United-States,<=50K
57,Self-employed,125000,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
17,Self-employed,174120,High School Incomplete,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
27,Private,230959,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
41,Local-gov,132125,High School Grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,68461,Doctorate,16,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
19,Private,227178,High School Incomplete,7,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
39,Private,129573,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
30,Private,224377,High School Grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,179481,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
18,Private,434268,High School Incomplete,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
40,Self-employed,173716,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
24,Private,114230,High School Grad,9,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
33,Private,188661,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,216093,Bachelors,13,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,124963,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
48,Private,85341,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,80058,Professional Degree,15,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
41,Private,139907,Associate's degree,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
25,Private,188767,High School Grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,117222,High School Grad,9,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
42,Local-gov,97277,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Local-gov,219760,High School Grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,16,United-States,<=50K
46,Private,63299,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
39,State-gov,171482,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
47,Private,119939,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,State-gov,101383,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
32,Private,204374,High School Grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Federal-gov,251305,Associate's degree,12,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
46,Local-gov,200947,Bachelors,13,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
53,Self-employed,46704,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
43,Private,119721,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
41,State-gov,58930,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,247750,High School Grad,9,Widowed,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
48,Private,67725,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
28,State-gov,200775,Masters,14,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
44,Private,183542,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
51,Local-gov,123325,Professional Degree,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,269786,High School Grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,50,United-States,<=50K
36,Private,51089,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
28,Private,136985,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
34,Private,35595,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
25,Private,192321,Associate's degree,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,80,United-States,<=50K
31,Private,257644,High School Grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K
44,Self-employed,70884,High School Grad,9,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
49,Local-gov,159726,High School Incomplete,7,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
40,Private,174395,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
64,Federal-gov,175534,Doctorate,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
64,Private,43738,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,>50K
36,Private,195385,High School Grad,9,Married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
21,Private,149809,High School Grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States,<=50K
61,Private,105384,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
49,State-gov,324791,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
66,Private,314347,High School Grad,9,Married,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K
22,Private,321031,High School Grad,9,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
29,Private,152951,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
47,Private,175958,Professional Degree,15,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
22,Private,109039,High School Grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
59,Self-employed,141326,Associate's degree,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
42,State-gov,74334,Masters,14,Married,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
29,Federal-gov,182344,High School Grad,9,Married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
21,Private,187643,High School Grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
